Product_id,Selling_Price
NKCECKHYZVHBQU9F,634.9698950873194
NKCDQSVCRH8W73GF,6723.113026506231
WATD9H76RKGUUZHY,12245.47421133576
NKCE5HYVDQVATMKF,1949.3429684768073
RNGE9GWMKVHGEYZG,4262.315833490542
SHOEAGUMMWFABHUT,3320.1892461741245
SWDEGZMPYQGNEBHG,4113.01110488386
TOPEFDXSHZPHCUAU,9017.606752853317
CAGDU85Y85GDJGUD,1253.7071812480876
CAGE4BQXK3FSTRRS,3407.6256506623254
CAGDZVGTV3SMMMBY,5277.5795049202425
BEOEGXRVQPCKJHYC,3513.941496939881
NKCE9YFBBYBM88DR,3079.3949996877445
DREECZGZVWGQM23M,3612.8015516171417
PBXECYF3YHWYG4UN,223.2395067952217
WATEBG8FGBPUPKCV,4978.009134505003
SHIEEJG9RRDUH9XG,3343.439298891229
CRTECN2QXAPEWXSF,2565.745007820524
BRAEE6YMSYPNCUX3,1382.7343615697641
WATE9MVXJXHZHEJU,3252.5620951031583
RNGDREYRQQGZAPQM,4624.526831602499
CTPEGGFSNDQFAAVE,3395.0330190866275
NKCEF2RFAPHSHZZZ,4025.7516367733833
TOPDYAZZG5NU7ZBZ,6536.32828658761
PBXE7QPWMSS5XGPZ,-32.38891108865039
PCSECV3FHFAQ9T36,12017.19829711882
CRNEJB4NBT9BTM84,5123.3105079866145
TSHEHU5RFJCTJKBV,6804.092079854708
DREECZJC3XBKGDZT,5159.1682932507065
SUDEGGATGYXA9YBC,11541.320173030677
BRAE8WYHTVZMFFHS,5228.72769431502
SFFEGZBXTYFSYJQA,4210.547185522861
ACCEABVYXNHCT8UE,5003.062113379638
BWLE6SJE9PXGV6DD,1506.9885657269035
NKCDYQ3RHYREHHYV,4006.6550761994054
NKCECDCRWDMZEH2Z,2837.540893929972
SRTEH2F6HUZMQ6SJ,6818.5840048531345
BRAE6KWFGZFXKPPB,3000.190081486332
HACEJQY5FQRZZUGM,8095.423948913292
CAGEYUXVF2FNARKD,3333.873404514473
NKCE7M3QTHTCGVVF,3973.079828528766
TOPE8PBFNH9YNHFK,4706.133363697927
BRAEDQFRZS9QFYTQ,1578.0103228927628
HMBEJCMMQR2JHFVP,2094.268753001265
ACCDRFVG52PHVRSK,7230.639419330992
NKCE7MBR4QRBASDQ,3335.351328471013
NKCDWBPZNZU5K2QZ,3488.772432076336
BRAE8HMQATXFHFGZ,3570.2382275166724
MUGEAGGKEGCPWWPN,3294.4246929487085
BKPEGXYWWJPETZZA,4595.222296559627
SGLEGBV6ZNUJNJS9,5391.6815736635435
CAGEYUXVAKNKDUUV,5928.59050439889
NKCEDH9ANZGDAUWG,3165.2468812185352
NKCE5EHJHS38BUWB,3509.8425105324463
PBXE9YWGRFUQXHQH,11739.65796064644
SHIE3QDHP5RDGMZY,2471.0165913730993
RNGE9HDVMPVBYPGJ,3420.6087742564096
SCHE4YSTCUUSJWCK,2078.5941056477586
SNDEGGTV9XERMGHH,6824.823371163244
PBXE92XFUMB7QWY6,8358.403664233087
CRTECN2QYK2R2PUS,4147.897473537854
TOPEEEPVYHHF9HGW,3314.9928796151844
MUGE8F5RDEYMH4YH,3905.8677458897037
NKCE52CSJ2GUY64G,1459.3728589703412
SHOE2K68QHZ3DWZF,3635.856781770023
DREE9YJHZZHWHAU7,3716.2392794432526
NKCEACYSHS4MGKGY,11492.07480466516
CAGECT64KH6CZVMR,12777.561413595336
WATD9H76RG5FQT5Y,12605.87390804865
NKCE5UY97ACC9QAZ,871.4256559732405
LJGEG6UPBW8GKPRD,4218.329567488033
PBXEBFGFRM5797BZ,4381.855246035488
RNGEAY8GRWYMYSAK,5056.622312423038
SHOEF9G8WTWGAAFB,3294.664136284474
PBXE5ZJZSAC73ZED,7837.381014881121
NKCEYYX9HJWJXAA8,3232.459285310952
CAGDTFSHTF6TRBFZ,4514.145793087766
PBXE6E6YDZDNVKQH,848.1732107027645
TROEGNQDQNGN99PJ,4263.032169019897
CRTECN2QXC68CTUM,5757.974162181599
CRTECN2QZNXTGGXG,5149.612234847389
VANE4VND2XHZRCNT,2561.5279696188118
NKCE8SESMHF2VSRM,4911.297312919255
SHOEBYY4ZDWGQGEW,7260.276273453144
NKCEB7935AJSADGR,3891.528198964989
SHIEBAXYS3FUTX8Z,5709.470827298623
NKCE2YCPKAPWDH8C,2690.617184181287
FABE92NVHZHSFHGT,3395.7064953188456
SHIE93YGTRAV6XTW,5173.0810907811565
CSOEGTPR39XZHZJY,4773.060124764315
WATE5HFYHPFHRCHY,4901.97287909758
BRAEBHCHY6VVRNRQ,1766.144317665888
NKCE5QPMUZRQFDAZ,1991.6516056170897
NKCE9ABEE5HDWZSM,5701.999531526314
SHOEJCZ28JFRY9RR,5644.675785765038
PSLEAVTQQXEXZYYZ,4782.018088551031
SHOE66V8UMNGZKYM,1133.7046541506234
SHIE5HBGWKWJWFRA,3674.6295354842696
TOPE4HXDZHPR9K2C,1704.3524595841507
BRAEBCTWGWYRWXHC,5023.35316730655
TOPE6ZCJBVZY3HBH,4812.332748707555
CRNEG7BKMFFYHQ8Z,4699.1208069692
SHOE7DJBEPYGQPHF,3606.5444298704615
ACCEHY86UG6B63AZ,4730.986455953721
BLBEJR23J2CTPFAU,5889.957512479041
ACCEEV5V5VD5DR9C,2167.60776509053
UMBEJZFHE285UEV2,5765.01190079824
SHOEBN3FFYG75P3D,2939.2787066014052
NKCEFGFURYNWH2DR,3705.6505328480316
ETHEJG7NW4M4AFCZ,6444.029759120092
SWSE9UH4KXCHZHRJ,3079.273073810282
CRTECN2QZ7XUGBR6,4052.1511524303146
BRAEDNX2NHZX5PKN,8913.817163399972
BRAE73KFJGNSP2NP,2006.0525783295654
MAHEDFPZVKF79JVQ,3891.138010596381
NKCECRQY6MGHBPQ3,8643.164043128212
CRTECN2QYYWUXHRP,3207.4918614424937
CPCEKY4TKBYFE7PH,5639.765506531544
TOPEA8HNSZB8VGUR,2458.832701602696
TOPECJZ4ZDXQZB4A,4807.930109367118
SHIE92XGJHG4HH5E,6197.923085706794
CRTECN2QVSZXUG7X,5132.832728312631
BRAEBBYRUSRHZD34,7510.2693531371315
IFPEE76BG92E5SVS,5298.982967772268
CAGEBZ7UGCZZHVTE,-162.5235520734011
CAGE3GFTPMNXPZAG,1984.3898878842974
SWTEDX3KRCTNHUGY,5518.102402322997
BBAEFKXVXVM8SYZW,6587.954315867777
PENEGZ6RHFWHX7JX,1579.1388773144668
ETHEGFZFQT7ZCH3U,2996.3175121433264
TOPEE2FFAXQGSUZH,5327.249358324214
CRTECN2QWAGCHYGC,3998.134286027571
SNDEJGWQSWNHXXA3,11566.69909508037
BHGEGTAVKNNCPUGG,11941.569984203994
BBAEGNUNHHZEYSPD,874.2741764439495
NKCEANMPZYMHYEA3,723.4758247357195
RNGE88Q9FH632SHU,3206.3355384271763
SNDE7PY9TG8P7YYR,1384.3969191412407
SNDEHZQ7YZAHAZYP,4632.110782040203
CRTECN2RDAKXQHYH,3512.65006150917
SNDEAVZ4MSGYFBUD,4964.885210468745
RTRDWBPC23ZAYMSE,10197.035994699285
PCSDYQEW5ZMFBVFQ,11014.85307226933
DREECZJBH8KGCZHT,7194.5573640937155
CAGED654SQMMADH7,2020.5470928232319
MFLEYGFH8PFBVRDG,4679.003872303709
SHIEBWNUURZ8BWDZ,4223.0160186941885
BRAECTFYXKNAVFAN,5338.926112659133
BRAECBVGHCB2FN49,4810.00446363186
SHOEHX7CGSEMUENU,2552.149517125509
CRTEB774NHSDW3DV,2347.0086025699793
VLBEGZ7SZFZBUGBZ,5476.289600569803
BRAEGJFXGYFPGHYG,4548.666430819239
ACCEGKG4S4B7QGGT,1986.2412803162779
BBAECKHYXGE3VJXB,1758.1493120709797
BBAEDVYSEN75YZZ7,6314.0413642655
RTRDYZCGGJFBU6XM,3385.3850995718285
CAGEBTJBB5X8GCF8,1973.231584205626
HLUEJQ3UVGNXSPZG,7782.793308617892
NKCE8RB5WSWKJPFR,3638.2670819337745
BRAEDFYYKNGBGPF3,6362.527078692719
SHIE2CAJP6XBWPU2,3798.2010882231207
SHOE2GUJW6XNFG3W,1212.1682419067158
TWCEJFXHGDSG5XZV,6653.458752017084
NKCE9Z2JYUYZ2JZ3,9182.347987118428
WATE54YZWYXR6Z7J,7188.228917834893
SWTEEYFFFRWGKZR5,5643.307093801841
NKCE6NHRGQJHWFDK,4954.022085108312
NKCEYM3B6ZP3YSQQ,3442.1314117396905
PAEE8AHWJWMDAXZU,6907.834518345046
RTRDZK8XCUEKZDFZ,1110.509051507363
TOPEHZMHJHEMRDHY,3086.395548941267
NKCE9AZMPE3PJPEW,1574.0795763670073
BRAEAR7WUYD3CZAT,2557.1098178846837
BRAEG7AYZAQBS3EH,6144.060575397956
BRAEDQEEYYH4WRQK,4944.974919751381
BRAE4F8NCQJFTGEZ,5657.44841761456
MUGEACY87HUCUYCD,3928.822054197499
BOTEDSEN9ZSFUUAQ,1874.9546295389232
WATE3GEYE8JQT7WM,5375.762757984336
TOPEB96CYHMPMDKH,2684.3797792633504
NKCE5QGT7GFDSUZK,2009.716941394186
VESEGZRVWZEYTVMG,6354.867905240226
SCHE4YSTHJSYEJHJ,3071.204979552159
KLSEGT5ZUGR9FQXE,5973.98371639691
NKCE79CGHYMSS7GH,2459.2305121801933
JEAE8CZGJ8PGGHRQ,2010.8739406679435
SHOEC8QGWFF2VXAN,3008.639901184959
SHIE6G75RNDQSGUQ,2056.967827624371
SHODZ5YHTEHZTR3V,4211.596289253457
ACCEKFVVZJMTYWPK,3835.438352953251
DRPEHGFFGQTXK3E3,2871.9158504386987
CRGE4XJBHZGHJYGU,6998.049248926415
NKCE9Q93F3HJYGZT,248.2611019554672
SNDEGJFV5J8CTGJV,7513.290700412954
SUDEHYGUMT6UGYAR,3140.1155569334715
RNGE7M92HQECSUYG,6096.239999178543
TOPE7ZHYDE2MKNHF,4020.4921945301103
NKCEBHGBEABMWDKA,5409.578270055338
PACE7ZNHBP4FASAQ,2701.1672988835976
NKCE7A3XXTTBHHC6,3912.392343028899
WCKE2TFYTHBHTP5B,4764.141872041293
BRAEDTPDZSCRZCYG,5340.197540714664
SHOEBKEYSKS87GKG,3614.043531554108
CAGDUGFYGG2KWWK7,10298.428655627084
SHODZDAE6FKCC8AH,1060.740674372044
SGLEGBV5STVHGKTD,5191.231510206559
RTREBVK9HX8XJH2T,223.61421329650932
PCSEAKVBGC7CJQZT,9932.232287690764
MATEB88T7MVJGSG5,5654.373366897566
WATDJYPXKHPPNGQK,6983.001335730586
BRAE8QNFFGWGG5MY,2000.0061890106608
NKCDWBPZZSYWKHE9,1869.6822650813072
USGEJPQHT8YPZ7D8,2979.6223319868805
NKCEFKBYHXQ8VVF8,755.2504747400062
SHOE4JCEZDRSHC4S,3116.722682156171
ACCE9E2RT56M3GSU,4341.068930923409
CRTECN2QXQGJ7JZD,3606.629175700897
TOPEBS26V3JRYSF3,1838.1494292038471
NKCECZNMRRVZ9YWF,16.796343227934358
CAGE75QCGVXYV78T,2630.806930963521
WATDG9F74GYWEH4U,4665.230578134674
BRAE3WVQPYSZ54FF,6066.076615707198
SWSEBHCP9JC4GQKT,4598.329403052536
MUGEBJ7XAFVH25VD,2127.2340527606425
LJGEATZRDCFAJGYZ,5000.576667045339
BRAEBXRB8GFZ6HM6,4192.107783054716
RNGEDAPFZWSSMHYW,3187.444163962904
DREEHFABXP5AUZA8,5184.897401247189
RTRDFFYGJ4GNRSHQ,9617.725354246897
CBREFYM9TSSUHJSQ,2666.6462247670215
PBXE6EF4PSJX9WXH,3834.2568778363466
CRTEHSS9UZJZYMZD,528.8958239279275
DRPEHYHG9YYHD2HH,4274.287224310099
CAGE9AGR4VWWTDY4,7113.88245388529
AVCEJCJQWBYMNPGU,1956.5446115332854
BRAE7T3WADAJU4ZS,2107.18968243558
TPYEGGUFSKXJFYY5,7049.316609166817
SUDEHYGU4GE9UCXJ,5401.160941258696
FABEB2TXH4MGQC2H,4451.74635789376
NKCE9G2BZAGKXPGY,4101.89606910763
TOPE8H5DJWGAY2CD,8815.425741166586
BBAEGGF3HF3ZPBVG,1780.4966285285523
ACCEC87TREZYJJPE,6594.481040468292
DRPEHYHMEZHDYRK5,3685.3292597220684
NKCE5VAAPVP5DGMZ,935.2639282676892
NKCEBZN92EJ7PDFH,3095.8296133408953
ACCDXFPYT58AGGAF,6976.734099583187
MUGEGZUHX744RFEN,5206.0510821061725
RNGE8Z3KSHGCMSCP,3205.5599225816563
SHIEYZ3F3QWMYNEC,3169.1086116314705
SHOEJCZ2JNGJSPEJ,7877.338953503382
CRTEB774RSGGQZ9U,3336.213585105502
BRAE8AJZW5QBNWAZ,2259.972138839319
CRTECN2QZ8CWZEFZ,5100.880475586394
SHIE9FMZAH4U4H6Z,726.0527553824334
CAGE68FFYRMDRF3X,8784.43052164285
NKCE3GNVPGUYY8AZ,3359.619575719325
PCSE4ZQ8TRUZDMEU,1411.4663162184202
PACEC89YGNYZCMC4,1291.5417542545933
NKCE9YX24KHRDNHG,3004.10079339127
FABE88MGUBPCQWR8,2656.7015895101317
ACCEH74HAGTY6W8P,1825.7439501704125
NKCECGVARVRMARSS,5729.349164847345
CRTECN2QZXFVEPGG,4166.0134472825575
NKCEC8AZQUFGUXGH,2140.33834621412
SHOED6C5ZGCBKTP2,2687.1367090963413
RTRD7HN3BBE7G9YT,3603.290791157583
ACCEA8JPDNTF7NZN,5176.269551937214
NKCEBHGBAFBCXXYC,1110.5143296051906
PCSEC86VGEWVKHWZ,12700.266588889186
SHOE3URGYEVZ55GD,2857.1807452497583
NKCE9PFFQHU7GTU7,8855.684185676717
CRTECN2RCH9CG4SA,5663.696642347115
TSHEHU5RWUGEAJFE,4993.323023393803
PBXE92G5YEA7JAHZ,5070.837830363651
ACCE8XUCYRB9ATHZ,4319.720725376463
CRTECN2QWEDYMDNQ,799.0948731803409
PTPEYCF7GZU2T54E,2341.2866643748575
SHOEC9FZ3BAF7ASF,4147.040175378523
CAGE7DSFQGVEGHC8,6079.743806121224
SHODUMFYWTPDYNX6,4757.647616053873
ACCE6P3BBZD72UJ6,2237.923815412379
NKCEFG3CHGEHMRTD,3324.2966829095703
RNGEDAKBYYVCFWZP,7123.638855918018
TROEGZ65YHBQKG9T,5490.477906900913
BRAEDSKCXVNYXGA6,4295.004563798469
NKCE9ZVGMHZVTF2D,4275.0589277307645
WATDUKHHH4SQXDAK,4918.703815666215
CAGE745BJ67RZCRR,2014.786634208815
PCSEAKVBNSFWGBGE,3221.5903331866757
TSHEHV9TPRUBUENE,4323.6556094014595
SHOEY8RMVZV3UY3A,3877.033707202489
TOPEGWUTW6GWYSBE,2327.646232502524
ACCDQDYBYVQZNHCH,8790.817812676676
MUGEBFGF6MDQGHBG,3852.575052565527
CAGE6HHHUHFQSAPW,841.9600626955653
RNGE7GVYAP66GRDD,4007.3224488371625
PBXE5SUCYEBBSFXJ,10285.38521001607
BRAEBBMQZBZHCFAJ,4320.586404627772
BRAEAC839PBQV9KF,1280.7617592247586
BRAEAW9HT2EUZD3X,2191.817963736287
SHIE2QTSMSXF9QAH,3398.155433472926
RTRD6FYYWFHEYJYE,4814.463296149978
CAGEFPY9ZSFFNVAW,9749.59597072779
ACCEGKTSGJEEVTZ4,2290.011109457354
AIREDJCGZN2HKZHJ,3296.306910679127
BRAEA5MZ8VZHNGGH,7482.244673920556
CRTECN2QX53WHTKZ,2746.7825792908366
JWSEBCY4HDWGJZBT,3799.911382511252
BRAEB2ZTVYY3UKWA,1931.7211314399235
WATDZMBRPYAYTP4G,7142.208819073545
TOPE7WAUFEYYDXKG,9687.122572185392
TSHE4DTF53HPYMU4,4154.388877319303
BLAEE3YXZGWWT8UD,6364.170937043811
RNGE7M925YCWZZRR,6729.993359216698
BKPEGXWHXG4GZWET,1728.5294639117237
RTRE8GJUFNETVUMZ,4827.372457957643
SWTECXPHFVTHWJF7,10872.048484825486
SHIECKYBNNY2BNZD,4307.921763480362
WATE7GP3JZMFEGZG,10973.660326155747
CAGE68FFHZRTSZS5,4290.937001529483
ACCEGYP2TMX2NUPH,5443.551914092257
NKCE9YFBBNJ82UVB,4219.524699377406
HMBDRUCNJSJQRRGC,6308.082768551556
CAGE3GFTQ3UHZ4TC,1694.6793609794647
NKCDTAXF2EYZ7MP8,2833.8515402890384
LJGEYSUNTPQZG4ZG,1071.994923037829
TOPEGF4KEGGVMSXX,4915.692495150853
TSHECQKNFFER2ERM,3493.477662613519
PBXE9YWGTS7NGYKT,2194.190850073537
WATDZ5HGXEYDHBWD,10639.400879592537
PRCDVFAFM2FPJBMZ,1847.8029269655235
PTPE2F33QGYXMHGW,4036.2581235486928
KRTEJCZ4M7FD3NJS,2748.5622021030613
NKCEAPCYFBP4UJ3V,3419.378922748027
CAGEBTJBRFGAUQQB,5154.096886385715
MUGEAGGKZFYBUMP9,2215.2944029126766
ACCEAZCVGGGWZGKU,1898.540019533803
CRTECN2QVV7UJQNH,4728.281640256542
NKCDXEGWS7VWXSEJ,2770.159231092329
NKCDY44FMPNQHFFN,4180.951717515092
NKCE8JXS2AAKUGGD,3422.517164537587
RNGE88FRWWZECGGM,6418.186363814092
BRAE7GU9K3E2PWGC,374.7523404565966
VASEHU9W3N9RDPGZ,7079.845425864089
PCSEC86VSX45XVZS,12034.521577868007
NKCE49ATF8BFHDVP,4756.597154250343
KTAEHETVCXXZRXGK,10223.442023170177
KTAEHE9HAED4VUQB,5202.189336215773
PACE472CMNPGQY2W,1961.1587564715906
NKCEAPCYFTHYVARD,1042.432452633494
SHODPH4GZWVXE5RB,2442.327092661602
BRAEB3KBY393GUHA,9884.003732390871
BRAEB2S8RZZRXMT3,2304.0056172048903
PCSEAH5WWRYGEVGZ,6705.983011204766
NKCEAVZ3C9CRDB6Z,342.2375390890735
RTRDZTF9URF2UFPF,8822.894300512422
CAGE6HYJDNZJVADS,4644.849253969202
SWSEBHCPZGHMBKJY,3968.048243116984
ACCDQGVSDZ92ZWGW,3130.4724847300117
NKCE4CSZUZWHUTFS,524.1990208832896
ACCEGKFHRFGN6XZB,2007.2295485413165
BRAECGQ4GW73HJFV,1073.6127549491569
CRTECN2QXZ9ETCGB,3463.1369171027495
MUGE6A5HZUJ924WH,2440.2371297114196
BRAEE6YMK83RB9MZ,2332.1622961954386
TMLED6G5MJQGNZHS,4663.965786018543
NKCEFGFUZURHNH6R,3079.7085592941485
NKCE7ZPRQX9SBZXN,2373.8314203890454
VANE3KUFUXF2CVHU,4894.858212996964
NKCED6EYN4ZPK9AA,8235.3271659836
RNGEDF5HDGKZGA3T,3211.5091276064354
ACCEAZCVVFPBJAGB,3012.6134431691585
PBXEDCSE8CHTATYY,4426.27863512926
TOPEFYB6HRPPCD8R,6353.903279189351
RTRDTSBQW94HJ8VT,-272.0546803468846
NKCEYGTGJ65HSJ9Y,2368.784804593087
NKCEFFFPGEJSTBJP,798.4733367172571
NKCDYASFYGXZESTM,3263.82844154224
NKCE6SR4H3EHXWNA,3584.135714489609
AUDCY8T7KPEG3ZZF,5501.822708755832
NKCDWBPZCHZEYT7S,3480.0925869905236
NKCDYARBFFBQYKFH,3583.600947529391
TOPEBZYTWUYMJXSG,4878.702056712338
DRPEG3ZH7GJFFZDM,5909.406357860209
SNDE6KNAQN3GFRQG,7386.5888904666745
WFCEHYZMGJQWVVZU,5138.2929482512045
ACCEGZ6BRBTGQWZY,5086.123512469014
CRTECN2QXH4N9WZS,2561.1765789484334
PTPDZYCEDURXTYRF,2108.5263533919956
ARPEEMC95HMYAJNH,5261.21695723588
SFFEGKYYDWTZTEQC,4114.5459516161245
PCSEC86VCFQYV6QG,6269.975705570757
BCHEHYMBZQ8ABUUY,1642.8543082230592
RNGE87FCQJ9GRKWZ,4670.193303562471
NKCE5ZHWX6Z8PBFH,2039.2066781197561
BRFEJYHNGYSX9T9D,3095.657163589368
TOPE7ZHYQFFHPCBX,4803.855137247345
CAGED6YFBH8NZQM8,1608.812366627327
STREDF58JH3GQZF9,2512.7661521134323
BRAEA5MZDQKHUQCT,3063.3997137881856
MUGEBFGF6ZUHKH4C,728.6715412080554
CRTECYY4GFDJFKBD,4535.373349860747
WATDZRZGZAM7HDGV,6515.516656584063
CRTEHSSCVTZ3DB72,2659.9401632716904
NKCDXZGUZKNYVXG9,11451.898120459708
TOPEBN6MZNGGZEMY,9852.5004485545
MUGEACY8VQRMM4FX,2425.23555282246
NKCE5UY9HQTQ8TBG,6914.071576137556
SCHE4ZYTVE8DY5PP,3313.6743188160826
RNGE9GWPJH9MMNWX,5729.667562683166
CAGE8FG3CYVFG2GM,2786.6140909935816
SHIEHXZMQPC4GT6F,2663.55079817623
ACBEHDU9Z9DGZP9Z,4952.61714913669
BRAE6KWFPZWJ2FHH,2053.418611094115
TSHE8CAWEGE3CUPM,3585.835244310006
SHIE9J6PFGP9DZAH,4162.725332034132
CAGEYFZWNCKDDXXQ,3622.5683748561837
JCKEEABZDWF9VU7N,6534.086851313545
SOPEJ7SCRS3SKFGP,4080.4772546470313
WATE9MVXHMTCFZSP,1675.5340169464348
CRTECN2QXMXFUYRD,1617.394459964259
RNGE96Y49HCWGUGH,2659.565485036743
BRAE9RDQYNWZBYJF,1840.6348826366536
RTRECFHX3TDFD9SP,8148.0195581733715
BRAE59YTMB36ZVFG,7722.397489120447
ACCEGZ6B9MYUTYST,6038.277690420942
SHIEF8DUHZJP8MVC,1932.7048905487609
LJGEG52SCZ5WZBKZ,4183.819698428061
SHTECN9HDECRYPF8,6598.003084859623
CSKEH3JPF4EJVBSF,6061.534302712767
BRAEBBYRYT9WDJRQ,1153.106757215922
SFFEGGJYFJWAV4HV,3524.250140265999
CBKEHGUY3GEHDSFY,5431.250605739254
NKCE73V3DADAVHDU,4050.9013260565434
TOPEGF6QDCGCHHXY,2275.8365073702294
RNGE3YSWFWYYHNCA,5376.3934496818
NKCE8HSQJQBPRSGY,5678.564363227023
CAGDU9C3QVCBMQKQ,3369.3734341532822
BRAEDQDFMNC6MQZW,3025.3383357947446
SHOECB92BGNGSZGZ,1386.0747275900007
DREEAVBXKQUUVJUT,4172.146151375119
WCKE2TFYZGPGDGGV,4283.530182240471
CAGE9AGRUGPHV5FM,6455.564509651378
BRAEBB6TT8GKVG8A,2104.85590836502
CRTECN2QUCSMF4SX,2697.278141305148
BCHEHYUKDZZPZBH2,2322.22409910873
BRAE8JUHJB794RZY,8036.482025908087
BRAE4DJMZCWYGDJU,4900.49115267432
GLSEJGVBRQMYV7NE,6038.33735329411
NKCE9Q93HRESPRBU,5855.67471763325
NKCECATQF8ZXGXJS,1170.2582238117063
ETHEJG7NHGRFGHHK,10684.321820877643
NKCEASCZBAEB2Y63,2704.7122217175483
ACCDSY8ERUYRYSUA,3277.707259572177
BRAEDH76V3J4FBWQ,6509.412139074553
HACEGPF9FJFJQU2R,1660.8305998879773
ACCEGBTPV5PPBHVD,5200.667080059956
PCSEAH5WCDGS8YCZ,2585.2635035427647
RTRDRUZCPNJ3MTAT,1090.808569764918
PBXE68H4WBX5AFCH,3302.0352957223386
